id,title,artist,album,thumbnail,popularity,length_seconds,release_year,language_encoded,sentiment_polarity,sentiment_subjectivity,category_encoded,genre_cluster,available_countries,related_videos,pca_emb_0,pca_emb_1,pca_emb_2,pca_emb_3,pca_emb_4,pca_emb_5,pca_emb_6,pca_emb_7,pca_emb_8,pca_emb_9,pca_emb_10,pca_emb_11,pca_emb_12,pca_emb_13,pca_emb_14,pca_emb_15,pca_emb_16,pca_emb_17,pca_emb_18,pca_emb_19,pca_emb_20,pca_emb_21,pca_emb_22,pca_emb_23,pca_emb_24,pca_emb_25,pca_emb_26,pca_emb_27,pca_emb_28,pca_emb_29,pca_emb_30,pca_emb_31,pca_emb_32,pca_emb_33,pca_emb_34,pca_emb_35,pca_emb_36,pca_emb_37,pca_emb_38,pca_emb_39,pca_emb_40,pca_emb_41,pca_emb_42,pca_emb_43,pca_emb_44,pca_emb_45,pca_emb_46,pca_emb_47,pca_emb_48,pca_emb_49,pca_emb_50,pca_emb_51,pca_emb_52,pca_emb_53,pca_emb_54,pca_emb_55,pca_emb_56,pca_emb_57,pca_emb_58,pca_emb_59,pca_emb_60,pca_emb_61,pca_emb_62,pca_emb_63
3u6lLWGjFLY,Naina (feat. Badshah),Diljit Dosanjh,Unknown,https://i.ytimg.com/vi/3u6lLWGjFLY/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kXgBaKu8j4WSHhfojQ_fNKYE2jZA,19.02107043930902,173.0,2024.0,6,0.0,0.0,2,1,249,[],-0.015317668,0.24805085,-0.036608763,-0.06678002,0.013972947,0.025587093,-0.019221086,-0.021481395,0.002570445,0.03624639,0.09643625,0.008200033,0.11402445,0.15441467,-0.03645019,0.0062760315,0.07291483,0.024011541,-0.0034946152,0.019765029,-0.054159302,-0.03856343,-0.058927376,-0.026100546,-0.039651036,0.00025586318,-0.0029864253,-0.051902667,0.0038871353,-0.027733432,-0.14768775,-0.00021292764,-0.038541384,-0.02628216,0.03861112,-0.013283515,0.019894235,-0.038040493,-0.069309235,-0.042806692,-0.04603274,-0.0038864228,-0.035911746,0.050069567,0.1139514,0.06173492,-0.016573286,-0.044420272,-0.066832766,0.022092938,-0.016842652,0.02710742,-0.0011068195,0.06683865,0.04625222,0.0015736786,0.06367476,0.0048303725,-0.028045045,0.012895379,-0.017290916,-0.049880147,0.029748337,-0.049771667
Nnop2walGmM,Tum Se,Sachin-Jigar,Unknown,https://i.ytimg.com/vi/Nnop2walGmM/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nQ0U97IR3QOQD9kM3nQym9C6FdfA,19.192515941160018,261.0,2024.0,14,0.0,0.0,2,5,249,[],-0.25547373,-0.07800761,0.1280221,-0.08189453,0.065169364,-0.011811556,0.01726392,-0.09805513,0.0293346,0.09883178,0.019935828,-0.029322986,0.01838039,0.03891751,-0.019555718,0.031090183,0.05310802,0.032610044,0.021251464,-0.07831765,0.03761333,-0.063679345,0.077549756,-0.054406103,0.10234523,-0.02474336,0.029624881,0.026697353,0.014035999,0.063128635,-0.07234458,-0.010824756,-0.017193016,0.05077526,-0.053613417,0.0027922846,-0.0044881706,-0.007503823,0.09662351,0.06137244,0.05885378,-0.0552157,-0.010740485,-0.019463759,-0.020005817,-0.020491203,0.019424351,0.026887968,0.012049,-0.07941739,-0.05841531,0.017574541,0.007343653,-0.011470969,0.02053185,0.04218483,0.01856221,0.0009811759,0.013673456,0.03181016,-0.021449331,0.012921472,-0.007265163,0.03176625
7E3xekt0QFc,Tu Hai,Darshan Raval,Unknown,https://i.ytimg.com/vi/7E3xekt0QFc/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mX88XLsfIabyQ4h6MyJjuALAgL2g,17.963016857945952,188.0,2024.0,29,0.0,0.0,2,5,249,[],-0.26938224,-0.018218407,0.07770223,-0.02744757,0.0720092,-0.0048683234,0.049221676,-0.046976347,-0.0025636286,0.027454691,0.017750904,-0.06916092,-0.07953075,-0.0061951275,0.028550122,0.058245767,0.10415224,-0.04674642,-0.0115387365,0.020361168,0.073513106,-0.043251622,0.056081314,-0.032153405,0.07714067,-0.030529084,-0.00047457396,0.08837478,-0.10610496,-0.016284382,0.08204285,0.043945935,-0.08251895,-0.04477385,-0.023489656,-0.010199836,0.03538062,-0.064759456,-0.026054662,0.023340354,0.023353843,-0.06801291,-0.013494789,-0.02616091,0.09327952,0.0025599997,-0.061520196,0.03615473,-0.059556212,-0.06662951,0.042380214,0.06965556,-0.01184391,0.019663272,-0.009175353,0.048887517,0.035458457,0.01665824,-0.013709591,-0.062342126,0.04394431,0.048002,0.008563249,-0.06001097
m4TQ-pIg5g4,Agar Ho Tum,Jubin Nautiyal,Unknown,https://i.ytimg.com/vi/m4TQ-pIg5g4/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3leIrisjS4tDGavLLMzQomhD0LTig,17.42661107555682,206.0,2024.0,14,0.0,0.0,2,5,249,[],-0.24441516,-0.1132029,0.11512729,-0.02986256,0.12851152,-0.03483327,0.0023879681,-0.08059634,0.0476015,0.06307826,-0.0040895087,-0.006335725,-0.046588138,0.032867566,-0.022713952,0.002117449,0.12574323,-0.009260145,-0.0021483025,0.031986434,0.0748329,-0.058983747,0.115371205,-0.0034330927,0.055789344,-0.013659784,-0.05860279,-0.09289978,0.07157735,0.033382412,0.0062821563,-0.11157641,-0.06623838,0.03535766,0.056983538,0.07692652,0.038767636,0.023626702,0.029462064,0.06251912,-0.018384669,-0.05045649,-0.030950677,0.005521069,-0.012846276,0.0077512953,-0.022302786,-0.02109005,0.051062115,0.025833009,0.011903529,0.048286658,0.045748938,0.0034250445,-0.02075142,0.038970955,-0.0003182258,-0.017505124,-0.008662639,0.015115591,-0.021790737,0.02487037,-0.040220875,-0.01684975
IJeSR-LJBnk,"Ishq (From ""Lost;Found"")",Faheem Abdullah,Unknown,https://i.ytimg.com/vi/IJeSR-LJBnk/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lRvt92hOvftfgfnVrf9FxkCWFkHg,18.30654250544558,470.0,2024.0,6,0.0,0.0,0,2,249,[],-0.21204624,-0.08333669,-0.12485459,0.012017898,0.047623325,-0.15769067,0.08848271,-0.02875583,-0.088643335,-0.107332595,0.14111453,-0.09480815,0.049637508,-0.015442759,0.108211085,-0.025868747,-0.04461777,0.06168248,0.006463492,0.11309201,-0.01738503,0.037183467,0.016804075,-0.038315594,-0.01971183,0.051817704,0.039367486,0.034812257,-0.08003748,0.091744825,0.03853689,-0.030502835,0.115322635,0.05774333,-0.0019710667,0.00064534834,0.003570867,0.04717331,-0.04412694,-0.0048258184,-0.0009159125,-0.04480877,-0.1550475,0.033113666,-0.0761465,0.082517855,0.044963278,-0.08632249,-0.024844354,-0.022903588,-0.005501438,0.029840594,-0.017540922,-0.099150844,-0.00750284,-0.045639522,-0.016593704,-0.08151945,0.022820143,-0.0121243205,-0.047079243,0.027208924,0.046432603,-0.044435147
QXJyMpxd210,Ve Kamleya - Lofi Mix,Arijit Singh,Unknown,https://i.ytimg.com/vi/QXJyMpxd210/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kYirDDcfMFkqswoRImgyJBfXr75Q,19.4630759097448,190.0,2023.0,28,0.0,0.0,2,11,249,[],-0.09814248,0.13267459,-0.22946,-0.18799065,-0.1718618,0.16838357,-0.07515724,-0.050826684,0.031446833,-0.015546894,-0.04736705,0.00049637764,0.022196498,-0.012812051,-0.07226344,-0.050301086,-0.009504537,0.025263606,-0.032249793,-0.021000642,-0.0010782023,-0.08779749,-0.05384908,0.08606872,0.08286576,0.019333879,0.044268902,-0.0018054262,-0.050194416,0.02252029,0.020491458,-0.013010849,-0.03847398,0.024401966,0.05536582,-0.041289058,0.014649007,0.050856587,0.018343179,0.016328763,-0.0065006977,0.030526873,0.04762947,-0.009708041,0.01012525,0.039498117,-0.013634714,0.010186959,-0.03647078,0.040040847,0.026124572,-0.06461614,0.019806748,-0.017816605,-0.026003232,-0.0048355516,0.014276882,0.036407225,-0.04322961,-0.015425735,-0.043582465,0.08201444,0.07933127,-0.010012787
wXPGViPjZBA,Tu Kya Jaane,A. R. Rahman,Unknown,https://i.ytimg.com/vi/wXPGViPjZBA/hqdefault.jpg?sqp=-oaymwEWCMACELQBIAQqCghQEJADGFogjgJIWg&rs=AMzJL3l_ROYTl-AUAtKSxDTOfEGp7_jgdw,16.85454544276321,153.0,2024.0,26,0.0,0.0,2,5,249,[],-0.2443486,0.08170935,-0.06959885,-0.13587838,0.06604282,-0.13212857,-0.023063274,-0.009910067,-0.05665175,0.014566431,0.06521116,-0.013177983,-0.109872185,0.041183524,-0.13487372,0.075973205,0.05417759,0.070652544,-0.013572146,-0.035420336,-0.109074,0.08520795,0.07747944,-0.0040986524,-0.049139503,0.044326797,0.06501006,-0.009707553,-0.028905967,-0.063250884,0.12719639,0.053477746,0.058639117,0.09285524,0.051939424,-0.06649447,-0.026177274,-0.0803352,-0.033704113,0.05259094,-0.0700736,0.009146626,-0.062641144,-0.032720927,0.051361483,-0.035778966,-0.04345845,-0.002740174,-0.05426674,0.026350744,-0.06331388,-0.028115984,-0.03849637,0.012094752,0.026366053,0.038912125,-0.018000502,-0.018510403,-0.040930174,-0.07367619,0.078925006,0.008356471,-0.024764923,0.025928205
XLqmL9cPN1E,Teri Baaton Mein Aisa Uljha Jiya Title Song,Raghav,Unknown,https://i.ytimg.com/vi/XLqmL9cPN1E/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nOvZOC6FFswcv_I7pdamldZm-ynA,20.145927582993387,152.0,2024.0,27,0.0,0.0,2,1,249,[],-0.05270396,0.25282297,0.10435984,0.03803431,0.05395865,0.08726168,0.03357633,-0.01948063,-0.013940423,0.04863784,0.013180389,-0.09110103,0.030513793,0.1502401,-0.053593557,0.021935157,-0.052176062,0.009776848,0.047037512,-0.02569444,0.0052513,-0.0034719552,0.027368292,0.04639048,0.07103887,-0.099270865,-0.0074036918,0.11331603,0.16227749,-0.028878223,-0.00058257265,-0.046990454,-0.071864314,-0.11579805,-0.12340088,0.011355583,0.01019529,-0.03305469,0.024395306,0.01750415,-0.06379293,0.05637223,-0.020886775,-0.06355408,-0.059696656,0.0081424415,0.028591337,-0.01666436,-0.07825745,0.0017872427,0.06366726,0.059706874,-0.02001994,0.00715223,0.086332805,-0.003645142,-0.038501196,-0.008862445,0.02052233,-0.035333578,0.002260824,0.014087333,-0.03635227,-0.038624573
Zlqf9cuaOBw,O Maahi,Arijit Singh,Unknown,https://i.ytimg.com/vi/Zlqf9cuaOBw/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nXJ_KWEBhdI3G_6c2gRxVpP4dsOw,19.175056128842048,256.0,2023.0,24,0.0,0.0,2,11,249,[],-0.36777687,-0.075313896,-0.17733173,-0.11423318,-0.22111712,0.0964671,-0.02822824,-0.05619275,0.021164473,0.009129192,-0.08813978,-0.040158156,-0.059073735,-0.03131221,0.01399815,-0.0021411001,-0.045534484,-0.050881725,0.0040193144,0.054398723,-0.017966297,-0.004068044,0.024116606,-0.0164997,-0.016920552,-0.004000614,0.0029668375,0.056570724,-0.049656,0.006312875,-0.0067989524,-0.037486915,-0.0065602404,-0.03489469,-0.0065451274,-0.010993796,0.009509606,0.025626926,0.016263448,-0.025403403,0.02354269,0.07951526,-0.05091949,0.011627482,0.0029757603,0.011350877,-0.015599209,0.013823427,0.015047277,0.022562332,0.04477485,-0.012103491,-0.01649086,-0.027536936,-0.038208935,0.027375922,-0.01923496,0.0044633425,0.02259033,-0.0025094273,0.012927338,0.0026948445,-0.00029592626,0.011476074
OzI9M74IfR0,Yimmy Yimmy,Tayc,Unknown,https://i.ytimg.com/vi/OzI9M74IfR0/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lcpyE8IS_h8iAJ-CrmFtzUrh7iZg,19.417072334424645,216.0,2024.0,9,0.0,0.0,2,2,249,[],-0.15829504,-0.044418257,-0.21701925,0.0092344815,0.11697205,0.029127495,-0.051324442,-0.16696984,0.011471805,-0.059814814,0.10723192,-0.12254529,-0.07139985,-0.07064139,0.0893409,0.014526625,0.02762148,0.13586372,0.0054194843,-0.0820876,0.03562655,-0.0010853626,-0.013830206,-0.043834016,0.0471674,0.014550058,-0.014666192,-0.0064294264,-0.0106014395,0.05198048,-0.022748206,-0.02713745,-0.002961316,-0.029629253,0.005645952,0.04865131,-0.014615531,-0.010879919,0.100989155,0.06341136,-0.03229151,-0.069091335,-0.023113804,-0.026414022,-0.0139571605,-0.03561113,0.039583854,-0.050805647,0.027116109,0.03356244,0.04487799,-0.024289435,0.015096959,0.012027277,-0.013941827,-0.024018088,0.043510683,-0.0333535,0.047459584,0.0024230268,-0.019319138,-0.0012647011,-0.023330271,0.0031661007
87JIOAX3njM,What Jhumka?,Arijit Singh,Unknown,https://i.ytimg.com/vi/87JIOAX3njM/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lPMvEd_JMLecRalj_lE2xey0IzSQ,19.627569518701176,152.0,2023.0,26,0.0,0.0,2,11,249,[],-0.24499938,-0.035731893,-0.15007423,-0.05217746,-0.271534,0.13634674,-0.16336273,0.011498502,0.055915974,-0.038819287,-0.07922068,0.070946775,-0.018259611,0.051791314,-0.027852042,-0.0340912,-0.029507408,-0.05101638,0.003052424,0.08569025,-0.020593667,-0.054363895,0.022169745,-0.10584254,-0.048109822,0.007941433,0.022498455,-0.07384767,-0.034992456,-0.024436979,-0.035313886,-0.04075004,0.0428103,-0.039339356,-0.02997677,-0.028498938,-0.011717609,0.08801918,-0.0154888835,-0.002347137,-0.060351443,0.01720087,-0.017724188,-0.0049689207,-0.12171774,0.063298844,0.045347072,-0.022511883,-0.0435163,-0.044628985,0.03552133,0.043014295,0.012559325,0.049232956,-0.04890651,-0.025280952,0.052068572,0.052165143,-0.011701937,0.0020903195,-0.02457613,0.048920695,-0.028876808,-0.021371223
wa--U0DVyRU,Saanware,Akhil Sachdeva,Unknown,https://i.ytimg.com/vi/wa--U0DVyRU/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3l2NYW0LKkUu67tSTDkQIGNAdL8uw,18.22851026132358,209.0,2024.0,24,0.0,0.0,2,5,249,[],-0.28295383,-0.1466062,0.006850939,0.0033664994,0.014209707,-0.033664934,0.013998804,0.118372805,-0.07921739,-0.0044579296,0.019601032,-0.013261154,0.03925259,-0.050973132,-0.0003320981,-0.06604994,0.019784654,0.019448541,0.050312135,-0.12199239,0.1106865,0.01799461,0.100109994,-0.10624612,0.09672894,0.035827044,0.020383075,0.007345888,-0.107875474,0.04641232,-0.083246246,0.012765653,0.003454761,0.04189857,0.01448672,0.0050656656,-0.040920068,-0.037202306,-0.0249835,0.084918424,0.08450546,-0.01217444,-0.006943794,-0.048479352,-0.06852864,0.020282483,0.08679706,-0.052202877,-0.06427036,0.052902356,0.0061104493,-0.026996294,0.0013722102,0.04472007,0.0043312362,0.059403803,0.007577322,0.07792545,0.08199108,0.06330204,-0.00076891546,-0.07218106,-0.017093873,0.002199797
YzfbpPQLmtE,Sadqay,NAYEL,Unknown,https://i.ytimg.com/vi/YzfbpPQLmtE/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mcmbjXAv_flwwQxh2e4xHw2Y770Q,17.78512006892138,205.0,2024.0,24,0.0,0.0,2,2,249,[],-0.26704687,-0.13265704,-0.089678004,0.10111705,0.05509991,-0.08381452,0.05587431,0.017123068,-0.0694295,-0.13089259,0.045071322,-0.053130854,0.058833376,0.014927782,-0.015502415,0.030420575,0.09534595,0.06547334,0.10051409,-0.019399978,0.052753143,0.0025955979,-0.012698931,-0.04073567,-0.0778556,0.0029342952,0.026931103,-0.0764263,0.032369856,0.09895727,0.012333654,-0.048974473,-0.038226914,0.07612515,-0.020449858,0.08016214,-0.05311826,-0.04015123,0.0013695868,-0.095947154,-0.026717056,-0.055163577,-0.12625983,-0.030914018,0.022518862,0.036491886,0.092401825,0.027217312,0.055312682,-0.03271666,0.07964063,-0.08075294,-0.072016425,-0.01845421,-0.0057088225,-0.040811934,-0.004042687,0.010337908,-0.046169806,0.110196136,0.0295387,0.04074357,-0.0061452053,0.05324533
YsCeMprm2O0,Dil Se Dil Tak (Jhankar Beat)[Remix By Moodyboy],Laqshay Kapoor,Unknown,https://i.ytimg.com/vi/YsCeMprm2O0/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mQ_u9QtZBxbzMTXHcAagUXbSy3YA,17.96937101779129,284.0,2023.0,14,0.0,0.0,2,1,249,[],0.02031199,0.27941275,-0.06575031,-0.055971537,0.025946962,0.056332204,-0.02929902,-0.06370811,0.103578895,-0.03176233,0.08646647,0.13113576,0.054939214,0.13640895,0.107938275,0.07467174,0.07443182,0.058996364,-0.059914384,0.052658133,0.01691142,-0.08848042,-0.0039061322,0.012328256,0.029565467,-0.008256511,-0.09734647,-0.09170853,-0.06328778,-0.04220373,0.004207524,-0.03332094,0.0506647,-0.03557206,-0.046143185,-0.016798725,-0.06644597,-0.04426216,0.02663915,0.027444942,-0.008664059,0.02776385,0.0066926302,0.030327804,-0.0015074717,0.04591812,0.03328413,0.034836486,0.025315477,0.025462994,-0.017849231,-0.06747534,-0.038251895,-0.035305176,0.06706475,-0.006305411,-0.05798158,0.023194645,0.03829385,0.040063445,0.011834256,0.027325222,-0.041857634,-0.015642254
GsFLMQ1u9QQ,Dil Haareya - LoFi Edit,Arijit Singh,Unknown,https://i.ytimg.com/vi/GsFLMQ1u9QQ/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lzJydednK3VNoB52V7bRG71j-Vyg,16.53009708400929,308.0,2023.0,24,0.0,0.0,0,11,249,[],-0.17410725,0.027555251,-0.15586115,-0.14913896,-0.30628815,0.11385451,-0.009520075,-0.020109398,0.106460504,-0.016758936,-0.08558288,-0.00021210243,0.05457343,0.059331194,0.0553441,-0.0606343,0.04375595,0.02886499,0.05576996,0.008214537,-0.0058006626,-0.08703214,-0.070879325,0.021485697,0.09122451,0.0015197827,0.01949574,0.015996391,-0.030615168,-0.0229684,-0.09203929,0.0011222254,-0.002336818,-0.015538954,-0.00242764,-0.06680924,-0.0050295405,0.010753113,-0.026545156,0.0447021,-0.049925577,0.029959152,-0.016396042,0.020293675,0.0669997,0.05544363,-0.01879908,-0.05196299,-0.024392463,0.07331311,-0.010527988,-0.0276406,-0.019805271,-0.03162312,-0.01890028,0.015499745,0.035198938,0.0058118845,-0.00715331,0.013166164,-0.020905636,0.07309787,0.0726705,-0.008333488
gzmXpwF_MK4,Manjha,Vishal Mishra,Unknown,https://i.ytimg.com/vi/gzmXpwF_MK4/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lUbmERmidARiSvv-hvv3mjuQKueA,18.42960980100769,237.0,2020.0,26,0.0,0.0,2,2,249,[],-0.31940168,-0.06640234,-0.017033538,0.007501663,0.010262388,-0.12915659,0.009328329,0.1272821,-0.04887753,-0.020633148,0.018902576,0.047669474,0.1525796,0.10818651,0.01837891,0.0862134,0.015028549,0.0071687014,0.018805163,-0.022110362,-0.08707738,0.0024467548,0.008533242,0.05219848,0.0063441503,0.039359793,-0.076714896,-0.037158407,0.044606082,0.042562246,0.07523684,-0.013873883,-0.032964677,0.04635805,-0.03205458,-0.050446764,0.011502395,0.11258776,0.016526373,-0.02139399,-0.0132167665,0.03573455,-0.009977954,-0.014332314,-0.017952383,-0.033295266,-0.008958526,0.01980376,-0.0238772,0.07236352,-0.032351416,0.080461726,0.054250084,-0.059808504,-0.021348985,0.029951427,-0.01604364,-0.077822626,-0.017475966,0.022290694,0.010678194,-0.0039647985,-0.008380326,0.047321398
BsqrmY91nUQ,"Dil Jhoom - Vishal Mishra (From ""Gadar 2"")",Arijit Singh,Unknown,https://i.ytimg.com/vi/BsqrmY91nUQ/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3l9I30YLWiFD8SkfnSdmVqSRLZMaw,18.992088961357503,321.0,2023.0,6,0.0,0.0,2,11,249,[],-0.17917931,0.044704966,-0.1233041,-0.043684315,-0.29058737,-0.034253288,-0.062426027,0.17589392,0.042757772,-0.045679457,-0.005135913,0.046726804,0.10463151,0.11358214,0.050365154,0.04872622,0.039523523,0.056120947,0.08470537,0.06996391,-0.088297024,0.0046671834,0.006240171,-0.046583112,0.14140993,-0.031668138,-0.0287479,-0.034828503,-0.014805824,0.07454228,-0.031487547,0.03952524,0.026378354,0.02104162,0.04954241,-0.078929245,0.019211968,-0.0015614941,-0.004601841,-0.06793058,-0.024969717,0.02797099,-0.034165647,-0.0040948256,0.041831363,0.08761447,-0.00025543882,-0.030757876,0.01590965,0.113750145,-0.08420743,0.049720235,0.059280735,-0.04760731,-0.0029539482,-0.0032432051,0.011401789,-0.04199807,0.020039812,0.02388783,-0.04030306,-0.018498527,-0.061372798,0.0066685816
6DfaBq2rVoE,Saari Duniya Jalaa Denge (extended film version),B Praak,Unknown,https://i.ytimg.com/vi/6DfaBq2rVoE/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3l7QQHdWjrbTclPl0uFUy87MuQwMA,18.95837770564986,346.0,2024.0,18,0.0,0.0,2,1,249,[],-0.08678561,0.16425791,0.046767443,0.006781771,0.0036460273,-0.05033968,-0.06946147,0.07005358,0.08695701,0.12378397,-0.017010326,-0.102587745,0.11366538,0.011092172,0.027149955,-0.072224125,-0.002481415,-0.0046116984,0.052990727,-0.031330958,-0.065459736,0.015798887,-0.03838047,-0.011690325,0.10158227,0.13906476,-0.016867382,0.0935254,0.020523854,-0.04996187,-0.022712836,0.05596525,-0.03762223,0.0331185,0.10861878,0.07416069,-0.07354742,-0.024560519,-0.11379747,-0.001971796,0.039607022,0.056675617,-0.015749754,-0.039796352,-0.03929073,-0.04052156,0.00360774,-0.01143297,-0.09040052,-0.061473984,0.019301448,-0.094263405,-0.1073465,-0.026594512,0.026010904,-0.050400376,-0.020923749,-0.028356781,0.02212972,0.037348744,-0.05072855,0.023616532,-0.030817904,0.02447895
5QPSbe5GVmc,"Freestyle Beat - ""LEGACY"" | Free Type Beat 2024 | Rap Trap Beat Instrumental",Metti Beatz,Unknown,https://i.ytimg.com/vi/5QPSbe5GVmc/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mZA8fAke6atO0CfKnKEaZ-eHHc6Q,13.723553151329249,144.0,2024.0,6,0.4,0.8,2,13,249,[],0.30593845,0.12982914,-0.1213444,-0.0569595,0.110996716,0.16451252,-0.009200779,0.03953008,-0.07339877,-0.06284232,0.1080366,0.084031515,0.064961545,0.0541079,0.11695459,-0.024845332,0.0056112707,0.008925619,-0.04827376,-0.046796277,-0.048759274,-0.07129625,0.094755925,0.026726896,0.05153329,0.013464122,0.0018897452,0.084524825,-0.057742037,0.061220292,0.1186155,0.0042620366,0.10818103,-0.12157618,0.0432892,-0.0034896578,-0.011958814,0.07476315,-0.04958323,-0.0019494939,-0.101018235,0.006562993,-0.016546411,-0.0073555713,-0.040199637,-0.15440513,0.07014071,0.0069875363,0.088279255,0.043529317,-0.0069954153,-0.060404807,-0.01746603,0.037230924,0.015657082,-0.033076152,0.014431114,0.07884741,-0.08677819,-0.04967515,-0.11078166,-0.046479523,0.0171887,-0.03716598
co4EBYZZhg4,Choli Ke Peeche,Diljit Dosanjh,Unknown,https://i.ytimg.com/vi/co4EBYZZhg4/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3m5G6RtW-u0NUbIo_vqwvVLXglA9A,18.941108428031388,125.0,2024.0,5,0.0,0.0,2,5,249,[],-0.24096334,-0.031161277,0.084384404,-0.056395605,0.004063012,0.030196272,-0.015856197,-0.12659398,0.13712676,0.11617962,0.0020210876,0.055045422,0.07322782,0.056782138,0.06250915,-0.013137283,0.14241719,0.013982336,-0.026141508,-0.044351455,-0.025050404,-0.08452635,-0.041695822,-0.00036156373,0.0032461039,-0.048128415,0.046143286,-0.037602767,0.030750655,-0.03204481,-0.06943289,0.037609126,0.020175414,-0.028886378,-0.0829405,-0.054017145,0.0071499264,0.004623024,-0.028204912,-0.027275862,0.046683807,-0.022073928,-0.024942277,0.013053764,0.019826576,0.02187828,-0.01710945,0.022360563,-0.04684625,0.020305632,-0.02032162,0.024890292,0.018036008,0.0019886098,0.034639526,0.041647196,0.055118114,0.02393379,-0.043476243,-0.015072907,-0.003048124,-0.041353535,-0.019730976,-0.014414867
06CSmeYOg4k,Ishq Mitaye,Mohit Chauhan,Unknown,https://i.ytimg.com/vi/06CSmeYOg4k/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3k4zugTw7u5VpIyIQGnAFKtVYi7tQ,17.020800916874325,166.0,2024.0,25,0.0,0.0,2,2,249,[],-0.29274112,-0.055014055,-0.016586768,0.030158883,0.08727028,-0.017927045,-0.0014214915,-0.019732704,0.03390657,-0.01224028,0.01839554,-0.011135895,0.060292516,-0.022367813,0.065505266,0.0062993094,0.028628794,-0.029899143,0.018905383,-0.05977904,-0.007841531,-0.026910074,0.06394827,-0.07467124,-0.16672345,0.08248118,0.08487327,0.014984281,-0.01869294,-0.019745125,0.029978555,-0.039145757,-0.00031495214,-0.021291705,-0.049404938,-0.057553355,0.00781642,-0.020000467,-0.08590557,-0.021574453,0.01079384,-0.043807656,0.050715633,-0.01941301,-0.00943014,-0.024247037,0.0128706815,-0.09418631,0.069675334,-0.032467198,0.13440907,0.00063776696,0.024249498,-0.04986155,-0.024024187,-0.031634282,-0.067510545,0.054584086,-0.0633017,0.009815463,-0.023386586,-0.03664334,0.0052029435,-0.07905893
UbMgcdmYC70,Malang Sajna,Sachet Tandon,Unknown,https://i.ytimg.com/vi/UbMgcdmYC70/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nUA5pyiTNtda95wNARcxXvaj-FWQ,19.51091869553647,157.0,2022.0,27,0.0,0.0,2,5,249,[],-0.26195052,-0.12131138,0.09824858,-0.088717975,0.10161232,-0.028868977,-0.015486991,-0.021937825,-0.0705109,0.036703683,0.005191255,-0.03366601,-0.017880483,-0.02378154,-0.11687853,0.03847116,0.047601864,0.06569298,0.06105295,-0.09298089,-0.044670586,-0.017566504,0.111676715,-0.090434656,0.06416547,0.0075663775,0.023298182,0.0897117,-0.011752893,0.014849787,-0.042826362,0.023209447,0.08028783,-0.024127318,0.010780268,0.031768065,-0.058577526,0.035635874,-0.0147723,0.007071825,0.043298155,0.004254644,0.05101576,-0.028917203,0.0006657457,-0.03753298,-0.055760913,0.056196563,0.025751509,-0.06391616,-0.034169618,-0.08896764,0.07928878,-0.018365836,0.034433655,0.040036365,0.035393726,-0.049032263,-0.017799946,0.042030293,-0.008695224,-0.016520673,0.026720144,0.045271236
